Semantic-Score,Code,Original-Comment,Agent-Comment,Filename,Agent-Commit
0.65321296,def get_debug_flag,"""""""Get whether debug mode should be enabled for the app, indicated by the
    :envvar:`FLASK_DEBUG` environment variable. The default is ``False``.
    """"""","""""""
Returns a boolean indicating whether debug mode is enabled.

The value of the `FLASK_DEBUG` environment variable is checked. If it exists, its value is converted to lowercase and compared with '0', 'false', or 'no'. If the value matches any of these strings, debug mode is disabled; otherwise, it's enabled.

Args:
    None

Returns:
    bool: Whether debug mode is enabled.
""""""",src/flask/helpers.py,aa4ecf05d33c37d9cc04794f4332b34c94fd6d9e
0.59315944,def dump,"""""""Serialize data as JSON and write to a file.

    If :data:`~flask.current_app` is available, it will use its
    :meth:`app.json.dump() <flask.json.provider.JSONProvider.dump>`
    method, otherwise it will use :func:`json.dump`.

    :param obj: The data to serialize.
    :param fp: A file opened for writing text. Should use the UTF-8
        encoding to be valid JSON.
    :param kwargs: Arguments passed to the ``dump`` implementation.

    .. versionchanged:: 2.3
        The ``app`` parameter was removed.

    .. versionchanged:: 2.2
        Calls ``current_app.json.dump``, allowing an app to override
        the behavior.

    .. versionchanged:: 2.0
        Writing to a binary file, and the ``encoding`` argument, will be
        removed in Flask 2.1.
    """"""","""""""
Dumps the provided object to a file stream.

This function is used to serialize and dump objects to a file. It supports both Flask's `current_app.json` and the standard `_json` library for dumping objects.

Args:
    obj (t.Any): The object to be dumped.
    fp (t.IO[str]): The file stream where the object will be written.
    **kwargs (t.Any): Additional keyword arguments to be passed to the dump function. If `current_app` is not set, these arguments are used to configure the dumping process.

Returns:
    None
""""""",src/flask/json/__init__.py,aa4ecf05d33c37d9cc04794f4332b34c94fd6d9e
0.60022473,def loads,"""""""Deserialize data as JSON.

    If :data:`~flask.current_app` is available, it will use its
    :meth:`app.json.loads() <flask.json.provider.JSONProvider.loads>`
    method, otherwise it will use :func:`json.loads`.

    :param s: Text or UTF-8 bytes.
    :param kwargs: Arguments passed to the ``loads`` implementation.

    .. versionchanged:: 2.3
        The ``app`` parameter was removed.

    .. versionchanged:: 2.2
        Calls ``current_app.json.loads``, allowing an app to override
        the behavior.

    .. versionchanged:: 2.0
        ``encoding`` will be removed in Flask 2.1. The data must be a
        string or UTF-8 bytes.

    .. versionchanged:: 1.0.3
        ``app`` can be passed directly, rather than requiring an app
        context for configuration.
    """"""","""""""
Loads JSON data from a string or bytes object.

This function is used to parse JSON data from various sources. It can handle both strings and bytes objects as input.
The `current_app` variable is used to determine the context in which this function is being called. If it exists, 
it will use its `json.loads` method to parse the data. Otherwise, it will fall back to a generic `_json.loads` method.

Args:
    s (str | bytes): The JSON data to be loaded.
    **kwargs: Additional keyword arguments to be passed to the parsing function.

Returns:
    t.Any: The parsed JSON data.

Raises:
    None
""""""",src/flask/json/__init__.py,aa4ecf05d33c37d9cc04794f4332b34c94fd6d9e
0.69180655,def load,"""""""Deserialize data as JSON read from a file.

    If :data:`~flask.current_app` is available, it will use its
    :meth:`app.json.load() <flask.json.provider.JSONProvider.load>`
    method, otherwise it will use :func:`json.load`.

    :param fp: A file opened for reading text or UTF-8 bytes.
    :param kwargs: Arguments passed to the ``load`` implementation.

    .. versionchanged:: 2.3
        The ``app`` parameter was removed.

    .. versionchanged:: 2.2
        Calls ``current_app.json.load``, allowing an app to override
        the behavior.

    .. versionchanged:: 2.2
        The ``app`` parameter will be removed in Flask 2.3.

    .. versionchanged:: 2.0
        ``encoding`` will be removed in Flask 2.1. The file must be text
        mode, or binary mode with UTF-8 bytes.
    """"""","""""""
Loads JSON data from a file.

This function takes an open file object `fp` and optional keyword arguments `**kwargs`.
If the `current_app` context is available, it will use its `json.load()` method to load the data.
Otherwise, it falls back to using `_json.load()`.

Args:
    fp (IO[AnyStr]): The file object containing the JSON data.
    **kwargs: Optional keyword arguments to pass to the loading function.

Returns:
    Any: The loaded JSON data.
""""""",src/flask/json/__init__.py,aa4ecf05d33c37d9cc04794f4332b34c94fd6d9e
0.6269858,def response,"""""""Serialize the given arguments as JSON, and return a
        :class:`~flask.Response` object with the ``application/json``
        mimetype.

        The :func:`~flask.json.jsonify` function calls this method for
        the current application.

        Either positional or keyword arguments can be given, not both.
        If no arguments are given, ``None`` is serialized.

        :param args: A single value to serialize, or multiple values to
            treat as a list to serialize.
        :param kwargs: Treat as a dict to serialize.
        """"""","""""""
Returns a response object with the prepared data.

This method prepares an HTTP response based on the provided arguments and 
configuration. It uses the `_prepare_response_obj` method to prepare the 
response object and then formats it according to the specified dump_args.

Args:
    *args: Variable length argument list containing any type of data.
    **kwargs: Keyworded arguments containing any type of data.

Returns:
    Response: An HTTP response object with the prepared data.
""""""",src/flask/json/provider.py,aa4ecf05d33c37d9cc04794f4332b34c94fd6d9e
0.60177743,def response,"""""""Serialize the given arguments as JSON, and return a
        :class:`~flask.Response` object with it. The response mimetype
        will be ""application/json"" and can be changed with
        :attr:`mimetype`.

        If :attr:`compact` is ``False`` or debug mode is enabled, the
        output will be formatted to be easier to read.

        Either positional or keyword arguments can be given, not both.
        If no arguments are given, ``None`` is serialized.

        :param args: A single value to serialize, or multiple values to
            treat as a list to serialize.
        :param kwargs: Treat as a dict to serialize.
        """"""","""""""
Returns a response object with the prepared data.

This method prepares an HTTP response based on the provided arguments and 
configuration. It uses the `_prepare_response_obj` method to prepare the 
response object and then formats it according to the specified dump_args.

Args:
    *args: Variable length argument list containing any type of data.
    **kwargs: Keyworded arguments containing any type of data.

Returns:
    Response: An HTTP response object with the prepared data.
""""""",src/flask/json/provider.py,aa4ecf05d33c37d9cc04794f4332b34c94fd6d9e
0.60619146,def got_first_request,"""""""This attribute is set to ``True`` if the application started
        handling the first request.

        .. deprecated:: 2.3
            Will be removed in Flask 2.4.

        .. versionadded:: 0.8
        """"""","""""""
Deprecation Notice: `got_first_request` is deprecated and will be removed in Flask 2.4.

Returns:
    bool: Whether the first request has been received.

Raises:
    DeprecationWarning: If the function is called, indicating that it should not be used.
""""""",src/flask/app.py,1fdd9ae1bbdbc3a1c784cc0eddc876e68df871a3
0.5608919,def from_file,"""""""Update the values in the config from a file that is loaded
        using the ``load`` parameter. The loaded data is passed to the
        :meth:`from_mapping` method.

        .. code-block:: python

            import json
            app.config.from_file(""config.json"", load=json.load)

            import tomllib
            app.config.from_file(""config.toml"", load=tomllib.load, text=False)

        :param filename: The path to the data file. This can be an
            absolute path or relative to the config root path.
        :param load: A callable that takes a file handle and returns a
            mapping of loaded data from the file.
        :type load: ``Callable[[Reader], Mapping]`` where ``Reader``
            implements a ``read`` method.
        :param silent: Ignore the file if it doesn't exist.
        :param text: Open the file in text or binary mode.
        :return: ``True`` if the file was loaded successfully.

        .. versionchanged:: 2.3
            The ``text`` parameter was added.

        .. versionadded:: 2.0
        """"""","""""""
Loads a configuration file from disk.

This method attempts to open the specified file and load its contents using the provided `load` function.
If successful, it returns whether the loaded object is a mapping (i.e., a dictionary or similar data structure).
If an error occurs while loading the file, it will be raised unless `silent` is True, in which case it will return False instead.

Parameters:
filename (str): The path to the configuration file to load.
load (Callable[[IO[Any], Mapping]): A function that takes an IO object and returns a mapping.
silent (bool, optional): Whether to suppress error messages. Defaults to False.
text (bool, optional): Whether to open the file in text mode instead of binary mode. Defaults to True.

Returns:
bool: Whether the loaded object is a mapping or not.
""""""",src/flask/config.py,4b417579955d9956186d41edf2ee8ebe823ae399
0.73752147,def session_cookie_name,"""""""The name of the cookie set by the session interface.

        .. deprecated:: 2.2
            Will be removed in Flask 2.3. Use ``app.config[""SESSION_COOKIE_NAME""]``
            instead.
        """"""","""""""
Returns the name of the session cookie.

This method is deprecated and will be removed in Flask 2.3. Instead, use
`app.config['SESSION_COOKIE_NAME']`.

Args:
    None

Returns:
    str: The name of the session cookie.
""""""",src/flask/app.py,e27319e633c170ca8c59ba76332614b67db41f23
0.6672024,def session_cookie_name,"""""""The name of the cookie set by the session interface.

        .. deprecated:: 2.2
            Will be removed in Flask 2.3. Use ``app.config[""SESSION_COOKIE_NAME""]``
            instead.
        """"""","""""""
Deprecation Notice:

The `session_cookie_name` method is deprecated and will be removed in Flask 2.3.
Use the 'SESSION_COOKIE_NAME' configuration option in 'app.config' instead.

Parameters:
value (str): The new session cookie name.

Returns:
None
""""""",src/flask/app.py,e27319e633c170ca8c59ba76332614b67db41f23
0.5199793,def send_file_max_age_default,"""""""The default value for ``max_age`` for :func:`~flask.send_file`. The default
        is ``None``, which tells the browser to use conditional requests instead of a
        timed cache.

        .. deprecated:: 2.2
            Will be removed in Flask 2.3. Use
            ``app.config[""SEND_FILE_MAX_AGE_DEFAULT""]`` instead.

        .. versionchanged:: 2.0
            Defaults to ``None`` instead of 12 hours.
        """"""","""""""
Deprecation Notice:

The `send_file_max_age_default` method is deprecated and will be removed in Flask 2.3.
Use 'SEND_FILE_MAX_AGE_DEFAULT' in 'app.config' instead.

Returns:
    Optional[timedelta]: The maximum age for sending files, or None if not set.

Raises:
    DeprecationWarning: If the deprecated method is called.

Note:
This function is only available for backwards compatibility and should not be used in new code.
""""""",src/flask/app.py,e27319e633c170ca8c59ba76332614b67db41f23
0.5927904,def send_file_max_age_default,"""""""The default value for ``max_age`` for :func:`~flask.send_file`. The default
        is ``None``, which tells the browser to use conditional requests instead of a
        timed cache.

        .. deprecated:: 2.2
            Will be removed in Flask 2.3. Use
            ``app.config[""SEND_FILE_MAX_AGE_DEFAULT""]`` instead.

        .. versionchanged:: 2.0
            Defaults to ``None`` instead of 12 hours.
        """"""","""""""
Deprecation Notice:

The `send_file_max_age_default` method is deprecated and will be removed in Flask 2.3.
Use 'SEND_FILE_MAX_AGE_DEFAULT' in 'app.config' instead.

Parameters:
    value (Union[int, timedelta, None]): The maximum age of sent files in seconds.
        If int, the value is used directly as a number of seconds.
        If timedelta, the value is converted to seconds.
        If None, no default is set.

Returns:
    None
""""""",src/flask/app.py,e27319e633c170ca8c59ba76332614b67db41f23
0.5998347,def use_x_sendfile,"""""""Enable this to use the ``X-Sendfile`` feature, assuming the server supports
        it, from :func:`~flask.send_file`.

        .. deprecated:: 2.2
            Will be removed in Flask 2.3. Use ``app.config[""USE_X_SENDFILE""]`` instead.
        """"""","""""""
Deprecation Notice:

The `use_x_sendfile` method is deprecated and will be removed in Flask 2.3.
Instead, use the 'USE_X_SENDFILE' configuration option in the application's
configuration dictionary.

Returns:
    bool: The value of the 'USE_X_SENDFILE' configuration option.

Raises:
    DeprecationWarning: If the 'use_x_sendfile' method is called.
""""""",src/flask/app.py,e27319e633c170ca8c59ba76332614b67db41f23
0.53567064,def json_encoder,"""""""The JSON encoder class to use. Defaults to
        :class:`~flask.json.JSONEncoder`.

        .. deprecated:: 2.2
             Will be removed in Flask 2.3. Customize
             :attr:`json_provider_class` instead.

        .. versionadded:: 0.10
        """"""","""""""
Returns the JSON encoder class for this application.

This method is deprecated in favor of customizing 'app.json_provider_class' or 'app.json'.
The `DeprecationWarning` will be raised when calling this function.
 
Args:
    None
 
Returns:
    t.Type[json.JSONEncoder]: The JSON encoder class.
""""""",src/flask/app.py,e27319e633c170ca8c59ba76332614b67db41f23
0.6460945,def json_encoder,"""""""The JSON encoder class to use. Defaults to
        :class:`~flask.json.JSONEncoder`.

        .. deprecated:: 2.2
             Will be removed in Flask 2.3. Customize
             :attr:`json_provider_class` instead.

        .. versionadded:: 0.10
        """"""","""""""
Deprecation Warning: `json_encoder` is deprecated and will be removed in Flask 2.3.
Customize `json_provider_class` or `json` instead.

Args:
    value (t.Type[json.JSONEncoder]): The new JSON encoder class to use.

Returns:
    None
""""""",src/flask/app.py,e27319e633c170ca8c59ba76332614b67db41f23
0.59121025,def json_decoder,"""""""The JSON decoder class to use. Defaults to
        :class:`~flask.json.JSONDecoder`.

        .. deprecated:: 2.2
             Will be removed in Flask 2.3. Customize
             :attr:`json_provider_class` instead.

        .. versionadded:: 0.10
        """"""","""""""
Returns the JSON decoder class.

This function returns the JSON decoder class used by the application. It is deprecated in favor of customizing 'app.json_provider_class' or 'app.json'. 

Parameters:
    None

Returns:
    t.Type[json.JSONDecoder]: The JSON decoder class.

Raises:
    DeprecationWarning: If 'app.json_decoder' is called, it will raise a deprecation warning.
""""""",src/flask/app.py,e27319e633c170ca8c59ba76332614b67db41f23
0.5319964,def json_decoder,"""""""The JSON decoder class to use. Defaults to
        :class:`~flask.json.JSONDecoder`.

        .. deprecated:: 2.2
             Will be removed in Flask 2.3. Customize
             :attr:`json_provider_class` instead.

        .. versionadded:: 0.10
        """"""","""""""
Decodes JSON data using the provided decoder.

This function is deprecated in Flask 2.3 and will be removed.
Instead, customize `app.json_provider_class` or `app.json`.

Args:
    value (t.Type[json.JSONDecoder]): The JSON decoder to use.

Returns:
    None
""""""",src/flask/app.py,e27319e633c170ca8c59ba76332614b67db41f23
