Semantic-Score,Code,Original-Comment,Agent-Comment,Filename,Agent-Commit
0.62732244,def load_app,"""""""Loads the Flask app (if not yet loaded) and returns it.  Calling
        this multiple times will just result in the already loaded app to
        be returned.
        """"""","""""""
Loads a Flask application instance.

This method attempts to load an existing Flask application from the `self._loaded_app` attribute,
or creates a new one if none exists. It also sets the debug flag of the loaded application
if `self.set_debug_flag` is True.

If no application can be found, it raises a `NoAppException`.

Returns:
    The loaded Flask application instance.
""""""",src/flask/cli.py,171009b0a4f21701d6dd33516ab1e54c25e00771
0.63537365,def name,"""""""The name of the application.  This is usually the import name
        with the difference that it's guessed from the run file if the
        import name is main.  This name is used as a display name when
        Flask needs the name of the application.  It can be set and overridden
        to change the value.

        .. versionadded:: 0.8
        """"""","""""""
Returns the name of the current module or the main module name if running directly.

If running directly, it attempts to retrieve the filename from the `__file__` attribute of the main module.
If successful, it returns the base filename without extension. Otherwise, it returns the main module name.

Args:
    None

Returns:
    str: The name of the current module or the main module name if running directly.
""""""",src/flask/sansio/app.py,b989889728c3e5967356d041d67a15949fd3bade
0.5775605,def logger,"""""""A standard Python :class:`~logging.Logger` for the app, with
        the same name as :attr:`name`.

        In debug mode, the logger's :attr:`~logging.Logger.level` will
        be set to :data:`~logging.DEBUG`.

        If there are no handlers configured, a default handler will be
        added. See :doc:`/logging` for more information.

        .. versionchanged:: 1.1.0
            The logger takes the same name as :attr:`name` rather than
            hard-coding ``""flask.app""``.

        .. versionchanged:: 1.0.0
            Behavior was simplified. The logger is always named
            ``""flask.app""``. The level is only set during configuration,
            it doesn't check ``app.debug`` each time. Only one format is
            used, not different ones depending on ``app.debug``. No
            handlers are removed, and a handler is only added if no
            handlers are already configured.

        .. versionadded:: 0.3
        """"""","""""""
Returns an instance of the Logger class.

This method is used to initialize and return a new logger object. The logger object is created using the `create_logger` function, which takes the current object (`self`) as an argument.

Args:
    self: The current object.

Returns:
    logging.Logger: An instance of the Logger class.
""""""",src/flask/sansio/app.py,b989889728c3e5967356d041d67a15949fd3bade
0.43489042,def jinja_env,"""""""The Jinja environment used to load templates.

        The environment is created the first time this property is
        accessed. Changing :attr:`jinja_options` after that will have no
        effect.
        """"""","""""""
Returns an instance of Jinja2's Environment class.

This method is a wrapper around `create_jinja_environment` and provides a more Pythonic interface for creating a new Jinja environment. The returned environment can be used to compile templates, render templates with data, and perform other template-related tasks.

Note: This method does not create a new environment instance; it simply delegates the creation to the underlying `create_jinja_environment` method.
""""""",src/flask/sansio/app.py,b989889728c3e5967356d041d67a15949fd3bade
0.606879,def make_config,"""""""Used to create the config attribute by the Flask constructor.
        The `instance_relative` parameter is passed in from the constructor
        of Flask (there named `instance_relative_config`) and indicates if
        the config should be relative to the instance path or the root path
        of the application.

        .. versionadded:: 0.8
        """"""","""""""
Creates a configuration object based on the provided parameters.

Args:
    instance_relative (bool): If True, uses the instance's path instead of the root path. Defaults to False.

Returns:
    Config: A configuration object with the specified settings.
""""""",src/flask/sansio/app.py,b989889728c3e5967356d041d67a15949fd3bade
0.60626304,def make_aborter,"""""""Create the object to assign to :attr:`aborter`. That object
        is called by :func:`flask.abort` to raise HTTP errors, and can
        be called directly as well.

        By default, this creates an instance of :attr:`aborter_class`,
        which defaults to :class:`werkzeug.exceptions.Aborter`.

        .. versionadded:: 2.2
        """"""","""""""
Creates an instance of the Aborter class.

Returns:
    Aborter: An instance of the Aborter class.
""""""",src/flask/sansio/app.py,b989889728c3e5967356d041d67a15949fd3bade
0.65580153,def open_instance_resource,"""""""Opens a resource from the application's instance folder
        (:attr:`instance_path`).  Otherwise works like
        :meth:`open_resource`.  Instance resources can also be opened for
        writing.

        :param resource: the name of the resource.  To access resources within
                         subfolders use forward slashes as separator.
        :param mode: resource file opening mode, default is 'rb'.
        """"""","""""""
Opens an instance resource file.

Args:
    - `resource` (str): The path to the resource file.
    - `mode` (str, optional): The mode in which to open the file. Defaults to ""rb"".

Returns:
    A file object opened at the specified location with the given mode.

Raises:
    FileNotFoundError: If the instance_path does not exist or the resource is not found.
""""""",src/flask/sansio/app.py,b989889728c3e5967356d041d67a15949fd3bade
0.6184866,def create_jinja_environment,"""""""Create the Jinja environment based on :attr:`jinja_options`
        and the various Jinja-related methods of the app. Changing
        :attr:`jinja_options` after this will have no effect. Also adds
        Flask-related globals and filters to the environment.

        .. versionchanged:: 0.11
           ``Environment.auto_reload`` set in accordance with
           ``TEMPLATES_AUTO_RELOAD`` configuration option.

        .. versionadded:: 0.5
        """"""","""""""
Creates a Jinja environment with custom options and updates its globals.

This method creates a new Jinja environment based on the provided options.
It also updates the environment's globals dictionary to include necessary functions
and variables for use in templates.

Args:
    self: The object instance that owns this method.

Returns:
    Environment: A newly created Jinja environment with custom options and updated globals.
""""""",src/flask/sansio/app.py,b989889728c3e5967356d041d67a15949fd3bade
0.6290112,def create_global_jinja_loader,"""""""Creates the loader for the Jinja2 environment.  Can be used to
        override just the loader and keeping the rest unchanged.  It's
        discouraged to override this function.  Instead one should override
        the :meth:`jinja_loader` function instead.

        The global loader dispatches between the loaders of the application
        and the individual blueprints.

        .. versionadded:: 0.7
        """"""","""""""
Creates and returns a global Jinja loader instance.

This method is used to initialize the global Jinja loader, which is then used throughout the application.
It takes no arguments and returns an instance of `DispatchingJinjaLoader`, which is responsible for dispatching template rendering tasks.

Returns:
    DispatchingJinjaLoader: A global Jinja loader instance.
""""""",src/flask/sansio/app.py,b989889728c3e5967356d041d67a15949fd3bade
0.6343586,def select_jinja_autoescape,"""""""Returns ``True`` if autoescaping should be active for the given
        template name. If no template name is given, returns `True`.

        .. versionchanged:: 2.2
            Autoescaping is now enabled by default for ``.svg`` files.

        .. versionadded:: 0.5
        """"""","""""""
Selects whether a Jinja autoescape should be applied to a given file.

Args:
    filename (str): The name of the file to check.

Returns:
    bool: True if the file should have autoescape applied, False otherwise.
""""""",src/flask/sansio/app.py,b989889728c3e5967356d041d67a15949fd3bade
