Semantic-Score,Code,Original-Comment,Agent-Comment,Filename,Agent-Commit
0.7504098,def make_response,"""""""Sometimes it is necessary to set additional headers in a view.  Because
    views do not have to return response objects but can return a value that
    is converted into a response object by Flask itself, it becomes tricky to
    add headers to it.  This function can be called instead of using a return
    and you will get a response object which you can use to attach headers.

    If view looked like this and you want to add a new header::

        def index():
            return render_template('index.html', foo=42)

    You can now do something like this::

        def index():
            response = make_response(render_template('index.html', foo=42))
            response.headers['X-Parachutes'] = 'parachutes are cool'
            return response

    This function accepts the very same arguments you can return from a
    view function.  This for example creates a response with a 404 error
    code::

        response = make_response(render_template('not_found.html'), 404)

    The other use case of this function is to force the return value of a
    view function into a response which is helpful with view
    decorators::

        response = make_response(view_function())
        response.headers['X-Parachutes'] = 'parachutes are cool'

    Internally this function does the following things:

    -   if no arguments are passed, it creates a new response argument
    -   if one argument is passed, :meth:`flask.Flask.make_response`
        is invoked with it.
    -   if more than one argument is passed, the arguments are passed
        to the :meth:`flask.Flask.make_response` function as tuple.

    .. versionadded:: 0.6
    """"""","""""""
Creates a response object that can be used to attach additional headers.

This function is useful when you want to add headers to a view's return value,
but the view doesn't have to return a response object. It accepts the same
arguments as returning from a view function, and returns a response object
that can be used to set headers.

Example usage:

    def index():
        return render_template('index.html', foo=42)

    def index():
        response = make_response(render_template('index.html', foo=42))
        response.headers['X-Parachutes'] = 'parachutes are cool'
        return response

    response = make_response(render_template('not_found.html'), 404)
    response.headers['X-Parachutes'] = 'parachutes are cool'

    response = make_response(view_function())
    response.headers['X-Parachutes'] = 'parachutes are cool'

Internally, this function checks the number of arguments passed and calls
:meth:`flask.Flask.make_response` accordingly.

.. versionadded:: 0.6
""""""",src/flask/helpers.py,8a272c690e8806362db910e9a8739b3560b1c06c
0.6150069,def _validate_key,"""""""The ``--key`` option must be specified when ``--cert`` is a file.
    Modifies the ``cert`` param to be a ``(cert, key)`` pair if needed.
    """"""","""""""
Validate the key parameter for the --key option.

This function checks if the --key option is required when --cert is a file.
It also verifies that the --cert option is not used with an SSLContext object or adhoc certificate.

Args:
    ctx (click.Context): The click context object.
    param (click.Parameter): The parameter being validated.
    value: The value of the key parameter.

Raises:
    click.BadParameter: If the validation fails.

Returns:
    value: The validated key value if successful, otherwise raises an error.
""""""",src/flask/cli.py,1561d60cacb150d0331f88c5980b3bc7860c263e
0.7139569,def loads,"""""""Load data from a JSON string and deserialized any tagged objects.""""""","""""""
Loads data from a JSON string and deserializes any tagged objects.

Args:
    value (str): The JSON string to load data from.

Returns:
    t.Any: The loaded data, potentially with tagged objects deserialized.
""""""",src/flask/json/tag.py,346be25ed98c30b54c5eedb2b1af701e481a3d90
0.736309,def raise_routing_exception,"""""""Intercept routing exceptions and possibly do something else.

        In debug mode, intercept a routing redirect and replace it with
        an error if the body will be discarded.

        With modern Werkzeug this shouldn't occur, since it now uses a
        308 status which tells the browser to resend the method and
        body.

        .. versionchanged:: 2.1
            Don't intercept 307 and 308 redirects.

        :meta private:
        :internal:
        """"""","""""""
Raises a routing exception if it's not a redirect and the debug mode is enabled.

Intercepts routing exceptions and possibly does something else. In debug mode,
intercepts a routing redirect and replaces it with an error if the body will be discarded.
With modern Werkzeug this shouldn't occur, since it now uses a 308 status which tells
the browser to resend the method and body.

This function is private and internal, meaning it should not be used directly by users of the class.
It's intended for internal use only.

.. versionchanged:: 2.1
    Don't intercept 307 and 308 redirects.

:meta private:
:internal:
""""""",src/flask/app.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.77797276,def update_template_context,"""""""Update the template context with some commonly used variables.
        This injects request, session, config and g into the template
        context as well as everything template context processors want
        to inject.  Note that the as of Flask 0.6, the original values
        in the context will not be overridden if a context processor
        decides to return a value with the same key.

        :param context: the context as a dictionary that is updated in place
                        to add extra variables.
        """"""","""""""
Updates the template context with commonly used variables.

This function injects `request`, `session`, `config` and `g` into the
template context as well as everything template context processors want
to inject.  Note that as of Flask 0.6, the original values in the
context will not be overridden if a context processor decides to return
a value with the same key.

Args:
    context (dict[str, t.Any]): The context as a dictionary that is updated
        in place to add extra variables.

Returns:
    None
""""""",src/flask/app.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.6420899,def dispatch_request,"""""""Does the request dispatching.  Matches the URL and returns the
        return value of the view or error handler.  This does not have to
        be a response object.  In order to convert the return value to a
        proper response object, call :func:`make_response`.

        .. versionchanged:: 0.7
           This no longer does the exception handling, this code was
           moved to the new :meth:`full_dispatch_request`.
        """"""","""""""
Dispatches a request to the corresponding view or error handler.

This function matches the URL and returns the return value of the view
or error handler. It does not have to be a response object. To convert
the return value to a proper response object, call :func:`make_response`.

Since version 0.7, this function no longer handles exceptions. Instead,
exception handling has been moved to the new :meth:`full_dispatch_request` method.

Args:
    None

Returns:
    ft.ResponseReturnValue: The return value of the view or error handler.

Raises:
    None
""""""",src/flask/app.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.8676797,def ensure_sync,"""""""Ensure that the function is synchronous for WSGI workers.
        Plain ``def`` functions are returned as-is. ``async def``
        functions are wrapped to run and wait for the response.

        Override this method to change how the app runs async views.

        .. versionadded:: 2.0
        """"""","""""""
Ensures that a provided function is synchronous for WSGI workers.
Plain ``def`` functions are returned as-is. ``async def`` functions are wrapped to run and wait for the response.

Override this method to change how the app runs async views.

.. versionadded:: 2.0
""""""",src/flask/app.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.6815536,def async_to_sync,"""""""Return a sync function that will run the coroutine function.

        .. code-block:: python

            result = app.async_to_sync(func)(*args, **kwargs)

        Override this method to change how the app converts async code
        to be synchronously callable.

        .. versionadded:: 2.0
        """"""","""""""
Converts an asynchronous function to a synchronous one.

This function takes an asynchronous function as input and returns a new
function that, when called, will run the original asynchronous function.
The returned function can be used in synchronous contexts without having to
wait for the asynchronous operation to complete.

By default, this method uses `asgiref.sync.async_to_sync` to perform the conversion.
However, you can override this method to change how the app converts async code
to be synchronously callable.

Example:
    result = app.async_to_sync(func)(*args, **kwargs)

Note: This function requires Flask with the 'async' extra installed. If not,
a RuntimeError will be raised.

Version Added: 2.0

Raises:
    RuntimeError: If Flask is not installed with the 'async' extra.
""""""",src/flask/app.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.6204404,def preprocess_request,"""""""Called before the request is dispatched. Calls
        :attr:`url_value_preprocessors` registered with the app and the
        current blueprint (if any). Then calls :attr:`before_request_funcs`
        registered with the app and the blueprint.

        If any :meth:`before_request` handler returns a non-None value, the
        value is handled as if it was the return value from the view, and
        further request handling is stopped.
        """"""","""""""
Preprocesses the request by calling registered URL value preprocessors and 
before request functions.

Args:
    None

Returns:
    ft.ResponseReturnValue | None: The result of the before request handlers, or None if no handler returns a non-None value.
""""""",src/flask/app.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.8495025,def request_context,"""""""Create a :class:`~flask.ctx.RequestContext` representing a
        WSGI environment. Use a ``with`` block to push the context,
        which will make :data:`request` point at this request.

        See :doc:`/reqcontext`.

        Typically you should not call this from your own code. A request
        context is automatically pushed by the :meth:`wsgi_app` when
        handling a request. Use :meth:`test_request_context` to create
        an environment and context instead of this method.

        :param environ: a WSGI environment
        """"""","""""""
Creates a :class:`~flask.ctx.RequestContext` representing a WSGI environment.
Use a ``with`` block to push the context, which will make :data:`request` point at this request.

See :doc:`/reqcontext`.

Typically you should not call this from your own code. A request
context is automatically pushed by the :meth:`wsgi_app` when handling a request.
Use :meth:`test_request_context` to create an environment and context instead of this method.

:param environ: a WSGI environment
:return: a :class:`~flask.ctx.RequestContext`
""""""",src/flask/app.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.74938256,def wsgi_app,"""""""The actual WSGI application. This is not implemented in
        :meth:`__call__` so that middlewares can be applied without
        losing a reference to the app object. Instead of doing this::

            app = MyMiddleware(app)

        It's a better idea to do this instead::

            app.wsgi_app = MyMiddleware(app.wsgi_app)

        Then you still have the original application object around and
        can continue to call methods on it.

        .. versionchanged:: 0.7
            Teardown events for the request and app contexts are called
            even if an unhandled error occurs. Other events may not be
            called depending on when an error occurs during dispatch.
            See :ref:`callbacks-and-errors`.

        :param environ: A WSGI environment.
        :param start_response: A callable accepting a status code,
            a list of headers, and an optional exception context to
            start the response.
        """"""","""""""
WSGI Application Function.

The actual WSGI application. This is not implemented in
:meth:`__call__` so that middlewares can be applied without
losing a reference to the app object. Instead of doing this::

    app = MyMiddleware(app)

It's a better idea to do this instead::

    app.wsgi_app = MyMiddleware(app.wsgi_app)

Then you still have the original application object around and
can continue to call methods on it.

.. versionchanged:: 0.7
    Teardown events for the request and app contexts are called
    even if an unhandled error occurs. Other events may not be
    called depending on when an error occurs during dispatch.
    See :ref:`callbacks-and-errors`.

:param environ: A WSGI environment.
:param start_response: A callable accepting a status code,
    a list of headers, and an optional exception context to
    start the response.

:returns: An iterable of bytes representing the response.
""""""",src/flask/app.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.77435374,def __call__,"""""""The WSGI server calls the Flask application object as the
        WSGI application. This calls :meth:`wsgi_app`, which can be
        wrapped to apply middleware.
        """"""","""""""
Call the WSGI server with the provided environment and start response.

This method is called by the WSGI server when it needs to execute the Flask application.
It calls :meth:`wsgi_app` which can be wrapped to apply middleware.

Args:
    environ (WSGIEnvironment): The environment in which the application will run.
    start_response (StartResponse): A callable that takes a status code and
        response headers as arguments, returning a tuple containing the
        status code and response headers.

Returns:
    cabc.Iterable[bytes]: An iterable of bytes representing the response body.
""""""",src/flask/app.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.7941718,def find_best_app,"""""""Given a module instance this tries to find the best possible
    application in the module or raises an exception.
    """"""","""""""
Find the best possible Flask application within a given module.

Given a module instance, this function attempts to find the most suitable
Flask application. If multiple applications are found, it raises an exception.
If no factory functions are available, it also raises an exception.

Parameters:
module (ModuleType): The module to search for the Flask application.

Returns:
Flask: The best possible Flask application in the module.

Raises:
NoAppException: If no suitable Flask application or factory function is found.
""""""",src/flask/cli.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.8810569,def _called_with_wrong_args,"""""""Check whether calling a function raised a ``TypeError`` because
    the call failed or because something in the factory raised the
    error.

    :param f: The function that was called.
    :return: ``True`` if the call failed.
    """"""","""""""
Checks whether calling a function raised a ``TypeError`` because the call failed or because something in the factory raised the error.

:param f: The function that was called.
:return: ``True`` if the call failed, ``False`` otherwise.
""""""",src/flask/cli.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.70688194,def find_app_by_string,"""""""Check if the given string is a variable name or a function. Call
    a function to get the app instance, or return the variable directly.
    """"""","""""""
Find an application instance by name in a given module.

This function attempts to parse the provided string as either a variable
name or a function call. If successful, it retrieves the corresponding
application instance and returns it. If not, it raises a `NoAppException`.

Parameters:
    module (ModuleType): The module containing the application.
    app_name (str): The name of the application to find.

Returns:
    Flask: The found application instance.

Raises:
    NoAppException: If the provided string cannot be parsed as an attribute
        name or function call, or if the retrieved attribute is not a valid
        Flask application.
""""""",src/flask/cli.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
0.8759856,def prepare_import,"""""""Given a filename this will try to calculate the python path, add it
    to the search path and return the actual module name that is expected.
    """"""","""""""
Calculates the Python module name from a given filename.

Given a filename, this function attempts to calculate the Python path,
adds it to the search path and returns the actual module name that is expected.

Args:
    path (str): The filename to calculate the Python path for.

Returns:
    str: The calculated Python module name.
""""""",src/flask/cli.py,764bd97eef7587fcebfeaf912e6f26df83f9dadb
